"STATION","NAME","DATE","ACMH","ACSH","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF1","WDF2","WDF5","WDFG","WDFI","WDFM","WESD","WSF1","WSF2","WSF5","WSFG","WSFI","WSFM","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT16","WT18","WT21","WV01","WV03","WV20"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-05","   90","   90","6.71",," 1135","0.00","0.0","0.0",,"77","50",,,,,"  360",,,,,,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-06","  100","  100","5.59",," 1355","0.00","0.0","0.0",,"67","55",,,,,"   90",,,,,,,"13.9",,,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-07","  100","  100","7.61",," 2308","0.16","0.0","0.0",,"59","52",,,,,"  360",,,,,,,"18.3",,,"    1",,,,,,,,,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-08","   20","   20","7.38",," 1441","0.00","0.0","0.0",,"58","49",,,,,"  270",,,,,,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-09","   30","   30","6.26",," 1344","0.00","0.0","0.0",,"59","48",,,,,"  225",,,,,,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-10","   60","   70","5.82",," 0919","0.03","0.0","0.0",,"61","51",,,,,"   45",,,,,,,"18.3",,,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-11","   10","   20","5.37",," 1420","0.00","0.0","0.0",,"67","46",,,,,"  270",,,,,,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-12","    0","    0","9.17",," 1004","0.00","0.0","0.0",,"65","43",,,,,"  360",,,,,,,"39.1",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-13","    0","    0","6.04",," 1638","0.00","0.0","0.0",,"68","41",,,,,"  180",,,,,,,"25.3",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-14","    0","    0","6.26",," 2019","0.00","0.0","0.0",,"68","44",,,,,"  270",,,,,,,"16.1",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-15","   10","    0","5.82",," 1323","0.00","0.0","0.0",,"66","43",,,,,"  270",,,,,,,"15.0",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-16","   30","   10","5.82",," 1327","0.00","0.0","0.0",,"63","47",,,,,"  270",,,,,,,"13.9",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-17","   10","    0","5.37",," 1302","0.00","0.0","0.0",,"64","44",,,,,"  270",,,,,,,"16.1",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-18","   10","    0","5.59",," 1244","0.00","0.0","0.0",,"64","46",,,,,"  225",,,,,,,"16.1",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-19","   70","   60","4.92",," 1450","0.00","0.0","0.0",,"58","51",,,,,"  270",,,,,,,"16.1",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-20","  100","  100","5.59",," 2000","0.00","0.0","0.0",,"56","52",,,,,"  180",,,,,,,"15.0",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-21","  100","  100","5.82",," 1359","0.00","0.0","0.0",,"57","53",,,,,"   90",,,,,,,"13.9",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-22","   80","   80","5.59",," 1403","0.01","0.0","0.0",,"60","52",,,,,"  225",,,,,,,"15.0",,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-23","   50","   20","7.16",," 1625","0.00","0.0","0.0",,"61","49",,,,,"  270",,,,,,,"18.3",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-24","   30","   20","6.93",," 1551","0.00","0.0","0.0",,"66","50",,,,,"  270",,,,,,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-25","   80","   80","5.37",," 1332","0.00","0.0","0.0",,"67","50",,,,,"  135",,,,,,,"13.9",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-26","   60","   80","8.28",," 2148","0.00","0.0","0.0",,"63","50",,,,,"  270",,,,,,,"30.0",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-27","   10","   20","6.71",," 1556","0.00","0.0","0.0",,"62","45",,,,,"  270",,,,,,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-28","   80","  100","6.93",," 1218","0.50","0.0","0.0",,"54","47",,,,,"  180",,,,,,,"26.4",,,"    1",,,,,,,,,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-29","   30","   50","6.71",," 1116","0.00","0.0","0.0",,"56","42",,,,,"   45",,,,,,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-30","   10","    0","9.62",," 1514","0.00","0.0","0.0",,"60","46",,,,,"  360",,,,,,,"27.5",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-01-31","   10","   10","8.50",," 1534","0.00","0.0","0.0",,"59","42",,,,,"  270",,,,,,,"30.0",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-01","   30","   20","8.05",," 2033","0.00","0.0","0.0",,"55","39",,,,,"  180",,,,,,,"20.8",,,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-02","   40","   30","10.29",," 0926","0.43","0.0","0.0",,"56","44",,,,,"  360",,,,,,,"27.5",,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-03","   10","   10","7.16",," 1428","0.00","0.0","0.0",,"54","40",,,,,"  270",,,,,,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-04","   30","   50","5.82",," 0633","0.00","0.0","0.0",,"58","43",,,,,"  360",,,,,,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-05","   50","   70","6.04",," 1430","0.00","0.0","0.0",,"56","39",,,,,"  225",,,,,,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-06","   40","   50","7.61",," 1451","0.00","0.0","0.0",,"57","42",,,,,"  225",,,,,,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-07","   40","   60","7.16",," 1622","0.00","0.0","0.0",,"57","42",,,,,"  225",,,,,,,"17.2",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-08","  100","  100","9.40",," 2042","0.62","0.0","0.0",,"56","49",,,,,"  180",,,,,,,"28.9",,,"    1",,,,,,,"    1",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-09","   50","   50","12.30",," 0945","0.86","0.0","0.0",,"57","50",,,,,"  270",,,,,,,"28.9",,,"    1",,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-10","   20","   50","5.14",," 2308","0.00","0.0","0.0",,"61","43",,,,,"   45",,,,,,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-11","   60","   90","8.72",," 1844","0.00","0.0","0.0",,"76","48",,,,,"  360",,,,,,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-12","   20","   40","7.61",," 0141","0.00","0.0","0.0",,"74","52",,,,,"   45",,,,,,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-13","   30","   50","5.82",," 1405","0.00","0.0","0.0",,"85","55",,,,,"  270",,,,,,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-14","   10","   10","7.61",," 1122","0.00","0.0","0.0",,"85","58",,,,,"  315",,,,,,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-15","   10","   10","7.38",," 1255","0.00","0.0","0.0",,"82","51",,,,,"  270",,,,,,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-16","   30","   40","6.71",," 1506","0.00","0.0","0.0",,"74","52",,,,,"  270",,,,,,,"16.1",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-17","   90","   80","6.26",," 1333","0.00","0.0","0.0",,"62","53",,,,,"  270",,,,,,,"13.9",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-18","  100","   90","6.49",," 1539","0.00","0.0","0.0",,"62","54",,,,,"  270",,,,,,,"17.2",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-19","  100","  100","6.26",," 1256","0.00","0.0","0.0",,"56","53",,,,,"  270",,,,,,,"18.3",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-20","   60","   70","10.29",," 1717","0.00","0.0","0.0",,"62","51",,,,,"  360",,,,,,,"33.3",,,"    1",,,,,,,"    1",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-21","    0","    0","9.17",," 0413","0.00","0.0","0.0",,"74","52",,,,,"  135",,,,,,,"31.1",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-22","   50","   60","7.61",," 1440","0.00","0.0","0.0",,"71","48",,,,,"  225",,,,,,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-23","   10","    0","7.16",," 1315","0.00","0.0","0.0",,"63","51",,,,,"  225",,,,,,,"18.3",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-24","   20","   10","6.26",," 1304","0.00","0.0","0.0",,"67","47",,,,,"  270",,,,,,,"16.1",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-25","   30","   10","4.70",," 1436","0.00","0.0","0.0",,"63","49",,,,,"  270",,,,,,,"12.8",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-26","   70","   50","4.92",," 1618","0.00","0.0","0.0",,"61","52",,,,,"  270",,,,,,,"17.2",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-27","   50","   50","6.71",," 1358","0.00","0.0","0.0",,"63","52",,,,,"  270",,,,,,,"18.3",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-02-28","   10","    0","7.61",," 1212","0.00","0.0","0.0",,"62","50",,,,,"  270",,,,,,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-01","  100","  100","6.71",," 2006","0.00","0.0","0.0",,"62","54",,,,,"  180",,,,,,,"17.2",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-02","   30","   30","21.70",," 1049","0.00","0.0","0.0",,"55","47",,,,,"  270",,,,,,,"46.1",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-03","    0","    0","12.08",," 1521","0.00","0.0","0.0",,"59","44",,,,,"  270",,,,,,,"28.9",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-04","    0","    0","8.28",," 1437","0.00","0.0","0.0",,"59","43",,,,,"  225",,,,,,,"20.8",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-05","   70","  100","7.83",," 1220","0.00","0.0","0.0",,"56","44",,,,,"  225",,,,,,,"23.0",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-06","   60","   50","9.62",," 1249","0.00","0.0","0.0",,"57","44",,,,,"  225",,,,,,,"23.0",,,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-07","   80","   80","8.95",," 1158","0.17","0.0","0.0",,"59","46",,,,,"   90",,,,,,,"17.2",,,"    1",,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-08","   90","  100","5.82",," 1559","0.00","0.0","0.0",,"59","46",,,,,"  270",,,,,,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-09","   90","   90","5.82",," 1332","0.00","0.0","0.0",,"63","47",,,,,"  270",,,,,,,"18.3",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-10","   90","   90","8.50",," 1722","0.00","0.0","0.0",,"63","54",,,,,"  225",,,,,,,"21.9",,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-11","   50","   40","10.51",," 1804","0.01","0.0","0.0",,"61","53",,,,,"  270",,,,,,,"24.2",,,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-12","   10","   10","6.93",," 1802","0.00","0.0","0.0",,"60","46",,,,,"  270",,,,,,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-13","   20","    0","6.93",," 1958","0.00","0.0","0.0",,"61","47",,,,,"  180",,,,,,,"20.8",,,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-14","   80","   90","7.83",," 1407","0.00","0.0","0.0",,"62","53",,,,,"  270",,,,,,,"16.1",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-15","   50","   50","7.38",," 1443","0.00","0.0","0.0",,"61","52",,,,,"  270",,,,,,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-16","   60","   80","7.83",," 1658","0.00","0.0","0.0",,"61","50",,,,,"  270",,,,,,,"23.0",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-17","    0","   10","9.40",," 1713","0.00","0.0","0.0",,"61","47",,,,,"  270",,,,,,,"24.2",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-18","   40","   60","9.84",," 1413","0.16","0.0","0.0",,"59","47",,,,,"  270",,,,,,,"40.3",,,,,"    1",,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-19","    0","    0","7.61",," 1218","0.00","0.0","0.0",,"63","44",,,,,"  225",,,,,,,"19.5",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-20","   20","   20","7.83",," 1452","0.00","0.0","0.0",,"62","49",,,,,"  225",,,,,,,"21.9",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-21","   30","   20","8.05",," 1457","0.00","0.0","0.0",,"62","52",,,,,"  225",,,,,,,"24.2",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-22","   20","    0","7.61",," 1732","0.00","0.0","0.0",,"62","51",,,,,"  270",,,,,,,"17.2",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-23","    0","    0","6.71",," 1347","0.00","0.0","0.0",,"73","49",,,,,"  270",,,,,,,"18.3",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-24","    0","    0","7.61",," 1533","0.00","0.0","0.0",,"67","51",,,,,"  270",,,,,,,"19.5",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-25","   70","   90","6.49",," 1326","0.00","0.0","0.0",,"62","51",,,,,"  270",,,,,,,"24.2",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-26","   90","   90","10.29",," 1601","0.00","0.0","0.0",,"62","51",,,,,"  270",,,,,,,"23.0",,,,,,,,,,,,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-27","   90","   90","14.54",," 1146","0.30","0.0","0.0",,"60","51",,,,,"  270",,,,,,,"28.9",,,"    1",,,,,,,,,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-28","   50","   60","16.11",," 1352","0.08","0.0","0.0",,"61","51",,,,,"  315",,,,,,,"32.2",,,,,,,,,,,,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-29","   10","   10","15.21",," 1408","0.00","0.0","0.0",,"63","51",,,,,"  270",,,,,,,"34.4",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-30","   20","   20","8.05",," 1702","0.00","0.0","0.0",,"67","47",,,,,"  225",,,,,,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-03-31","   10","   10","7.61",," 1614","0.00","0.0","0.0",,"71","49",,,,,"  270",,,,,,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-01","   10","   20","6.04",," 1252","0.00","0.0","0.0",,"89","54",,,,,"  225",,,,,,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-02","   10","   10","7.38",," 1156","0.00","0.0","0.0",,"90","59",,,,,"  270",,,,,,,"17.2",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-03","   50","   50","6.71",," 1814","0.00","0.0","0.0",,"67","55",,,,,"  270",,,,,,,"17.2",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-04","   90","   90","7.61",," 1423","0.00","0.0","0.0",,"65","55",,,,,"  270",,,,,,,"16.1",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-05","   90","   90","7.38",," 1613","0.00","0.0","0.0",,"64","57",,,,,"  225",,,,,,,"18.3",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-06","   90","  100","10.07",," 1532","0.00","0.0","0.0",,"60","55",,,,,"  270",,,,,,,"24.2",,,"    1",,,,,,,"    1",,,,,"    1","    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-07","   90","   90","6.04",," 1502","0.00","0.0","0.0",,"64","54",,,,,"  270",,,,,,,"18.3",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-08","  100","  100","7.16",," 1259","0.00","0.0","0.0",,"61","53",,,,,"  270",,,,,,,"17.2",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-09","  100","  100","7.38",," 1648","0.00","0.0","0.0",,"61","53",,,,,"  270",,,,,,,"17.2",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-10","   70","   50","7.61",," 1643","0.00","0.0","0.0",,"64","53",,,,,"  270",,,,,,,"17.2",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-11","   50","   50","6.26",," 1430","0.00","0.0","0.0",,"64","54",,,,,"  225",,,,,,,"17.2",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-12","   40","   40","6.04",," 1353","0.00","0.0","0.0",,"66","53",,,,,"  270",,,,,,,"18.3",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-13","   10","   10","6.49",," 1517","0.00","0.0","0.0",,"69","51",,,,,"  270",,,,,,,"15.0",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-14","   40","   20","6.71",," 1442","0.00","0.0","0.0",,"68","55",,,,,"  270",,,,,,,"18.3",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-15","   80","   90","8.05",," 1311","0.00","0.0","0.0",,"63","54",,,,,"  225",,,,,,,"18.3",,,"    1",,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-16","   90","   90","8.28",," 1443","0.00","0.0","0.0",,"65","55",,,,,"  225",,,,,,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-17","   50","   50","11.18",," 1605","0.00","0.0","0.0",,"64","54",,,,,"  225",,,,,,,"24.2",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-18","   30","   30","7.83",," 1228","0.00","0.0","0.0",,"63","52",,,,,"  225",,,,,,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-19","   40","   60","7.38",," 1230","0.00","0.0","0.0",,"64","53",,,,,"  270",,,,,,,"23.0",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-20","   60","  100","11.41",," 1618","0.00","0.0","0.0",,"62","52",,,,,"  270",,,,,,,"32.2",,,,,,,,,,"    1",,,,,,"    1",,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-21","   70","   80","7.38",," 1053","0.00","0.0","0.0",,"62","50",,,,,"  225",,,,,,,"18.3",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-22","   40","   40","7.38",," 1511","0.00","0.0","0.0",,"64","54",,,,,"  270",,,,,,,"18.3",,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-23","   30","   40","8.28",," 1656","0.00","0.0","0.0",,"69","53",,,,,"  270",,,,,,,"20.8",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-24","   40","   70","10.96",," 2322","0.00","0.0","0.0",,"76","55",,,,,"  360",,,,,,,"33.3",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-25","   60","   80","15.43",," 2157","0.00","0.0","0.0",,"74","61",,,,,"  360",,,,,,,"38.0",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-26","    0","    0","14.32",," 0310","0.00","0.0","0.0",,"77","57",,,,,"  360",,,,,,,"36.7",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-27","   40","   50","10.29",," 1346","0.00","0.0","0.0",,"81","52",,,,,"  225",,,,,,,"26.4",,,"    1","    1",,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-28","   50","   30","9.17",," 1407","0.00","0.0","0.0",,"65","51",,,,,"  225",,,,,,,"20.8",,,"    1","    1",,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-29","   80","   90","7.83",," 1212","0.00","0.0","0.0",,"61","50",,,,,"  270",,,,,,,"20.8",,,,,,,,,,"    1",,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","1985-04-30","   70","   40","7.16",," 1607","0.00","0.0","0.0",,"62","52",,,,,"  270",,,,,,,"21.9",,,"    1",,,,,,,"    1",,,,,,,,,,,
